model,station,accuracy,precision,recall,f1
Random Forest,BELGRADE,0.9782135076252724,0.9557080474111042,0.9814221652786675,0.9683944374209861
Random Forest,BUDAPEST,0.9801742919389979,0.9615902964959568,0.9767282683093771,0.9691001697792869
Random Forest,DEBILT,0.9760348583877996,0.9549763033175356,0.9179954441913439,0.9361207897793263
Random Forest,DUSSELDORF,0.9758169934640523,0.9716157205240175,0.9128205128205128,0.9413008989952406
Random Forest,HEATHROW,0.9535947712418301,0.9002217294900222,0.8684491978609625,0.8840500816548721
Random Forest,KASSEL,0.9697167755991285,0.9534534534534534,0.8546433378196501,0.9013484740951029
Random Forest,LJUBLJANA,0.984313725490196,0.9722448979591837,0.9690805532953621,0.9706601466992665
Random Forest,MAASTRICHT,0.9808278867102397,0.9567567567567568,0.9485530546623794,0.9526372443487621
Random Forest,MADRID,0.8457516339869281,0.7953633526526973,0.8775209050664043,0.8344246959775491
Random Forest,MUNCHENB,0.9771241830065359,0.9658965896589659,0.9222689075630253,0.9435787211176787
Random Forest,OSLO,0.9758169934640523,0.9812286689419796,0.8518518518518519,0.9119746233148295
Random Forest,STOCKHOLM,0.9603485838779956,0.9442815249266863,0.817258883248731,0.8761904761904762
Random Forest,VALENTIA,0.9572984749455338,0.9705882352941176,0.14473684210526316,0.25190839694656486
Gradient Boosting,BASEL,1.0,1.0,1.0,1.0
Gradient Boosting,BELGRADE,1.0,1.0,1.0,1.0
Gradient Boosting,BUDAPEST,1.0,1.0,1.0,1.0
Gradient Boosting,DEBILT,1.0,1.0,1.0,1.0
Gradient Boosting,DUSSELDORF,1.0,1.0,1.0,1.0
Gradient Boosting,HEATHROW,1.0,1.0,1.0,1.0
Gradient Boosting,KASSEL,1.0,1.0,1.0,1.0
Gradient Boosting,LJUBLJANA,1.0,1.0,1.0,1.0
Gradient Boosting,MAASTRICHT,1.0,1.0,1.0,1.0
Gradient Boosting,MADRID,0.8586056644880175,0.8212627669452182,0.8701426463354648,0.8449964174826845
Gradient Boosting,MUNCHENB,1.0,1.0,1.0,1.0
Gradient Boosting,OSLO,1.0,1.0,1.0,1.0
Gradient Boosting,STOCKHOLM,1.0,1.0,1.0,1.0
Gradient Boosting,VALENTIA,1.0,1.0,1.0,1.0
SVM,BASEL,0.9296296296296296,0.8464285714285714,0.8626023657870792,0.854438936457864
SVM,BELGRADE,0.9128540305010894,0.8499095840867993,0.903267136450993,0.8757763975155279
SVM,BUDAPEST,0.9211328976034858,0.8480050664977834,0.9164955509924709,0.8809210526315789
SVM,DEBILT,0.9357298474945533,0.8533333333333334,0.8018223234624146,0.8267762771579565
SVM,DUSSELDORF,0.9318082788671024,0.8447916666666667,0.8317948717948718,0.8382428940568476
SVM,HEATHROW,0.9222222222222223,0.8127705627705628,0.8032085561497326,0.807961269499731
SVM,KASSEL,0.9485838779956427,0.8647482014388489,0.8088829071332436,0.8358831710709318
SVM,LJUBLJANA,0.9241830065359478,0.830954169797145,0.8999186330349878,0.8640625
SVM,MAASTRICHT,0.9387799564270153,0.8614190687361419,0.8327974276527331,0.8468664850136239
SVM,MADRID,0.8557734204793028,0.8114493412085416,0.8785046728971962,0.8436466698157771
SVM,MUNCHENB,0.9422657952069716,0.861198738170347,0.8602941176470589,0.860746190225959
SVM,OSLO,0.9422657952069716,0.7855153203342619,0.8355555555555556,0.8097631012203876
SVM,STOCKHOLM,0.9352941176470588,0.8200782268578879,0.7982233502538071,0.8090032154340836
SVM,VALENTIA,0.9749455337690632,0.8265895953757225,0.6271929824561403,0.713216957605985
Neural Network,BASEL,0.9596949891067538,0.8853288364249579,0.9554140127388535,0.9190371991247265
Neural Network,BELGRADE,0.9627450980392157,0.9237804878048781,0.9705317104420244,0.9465791940018744
Neural Network,BUDAPEST,0.967755991285403,0.9555863983344899,0.9425051334702259,0.9490006891798759
Neural Network,DEBILT,0.9631808278867102,0.8832432432432432,0.9305239179954442,0.906267332224071
Neural Network,DUSSELDORF,0.9675381263616558,0.8925855513307985,0.963076923076923,0.9264923532313765
Neural Network,HEATHROW,0.9625272331154684,0.9011566771819137,0.9165775401069519,0.9088016967126193
Neural Network,KASSEL,0.9625272331154684,0.9155749636098981,0.8465679676985195,0.8797202797202798
Neural Network,LJUBLJANA,0.9642701525054467,0.9105628373168851,0.9609438567941416,0.9350752177355502
Neural Network,MAASTRICHT,0.9623093681917211,0.9212860310421286,0.8906752411575563,0.9057220708446867
Neural Network,MADRID,0.8320261437908497,0.8225971370143149,0.7914412198721101,0.8067184758084733
Neural Network,MUNCHENB,0.9736383442265795,0.9006750241080038,0.9810924369747899,0.939165409753645
Neural Network,OSLO,0.9684095860566448,0.9015151515151515,0.8814814814814815,0.8913857677902621
Neural Network,STOCKHOLM,0.9755991285403051,0.9256926952141058,0.932741116751269,0.9292035398230089
Neural Network,VALENTIA,0.9803921568627451,0.8670212765957447,0.7149122807017544,0.7836538461538461
Naive Bayes,BASEL,0.9505446623093682,0.839563862928349,0.9808917197452229,0.9047419219471254
Naive Bayes,BELGRADE,0.9413943355119826,0.9200260078023407,0.9064702114029468,0.9131978057437883
Naive Bayes,BUDAPEST,0.9494553376906318,0.898250162022035,0.9486652977412731,0.9227696404793608
Naive Bayes,DEBILT,0.9413943355119826,0.7716324710080286,0.9851936218678815,0.8654327163581791
Naive Bayes,DUSSELDORF,0.947276688453159,0.8103302286198137,0.9815384615384616,0.8877551020408163
Naive Bayes,HEATHROW,0.9185185185185185,0.7203456402199528,0.9807486631016042,0.8306159420289855
Naive Bayes,KASSEL,0.94880174291939,0.7690677966101694,0.9771197846567967,0.8606994665085952
Naive Bayes,LJUBLJANA,0.961437908496732,0.9003044140030442,0.9625711960943857,0.9303971686983877
Naive Bayes,MAASTRICHT,0.937037037037037,0.772419627749577,0.9785637727759914,0.8633569739952719
Naive Bayes,MADRID,0.8100217864923748,0.7467063323416915,0.8642400393507133,0.8011855905152758
Naive Bayes,MUNCHENB,0.9464052287581699,0.8101933216168717,0.9684873949579832,0.8822966507177034
Naive Bayes,OSLO,0.916557734204793,0.6395793499043977,0.9911111111111112,0.7774549680418361
Naive Bayes,STOCKHOLM,0.918082788671024,0.6785095320623917,0.9936548223350253,0.8063851699279093
Naive Bayes,VALENTIA,0.9265795206971678,0.40250447227191416,0.9868421052631579,0.5717916137229987
